Extracted Text,Response
"overwhelming desire, watch, wife, sex, another man, talked, excites, disgusts, struggling, years, mid 30s, mid 40s",Try to understand your own ambivalence to having your wish fulfilledSince you and your wife are in a relationship the sex she will have with another man will affect emotions in both you and your wifeI suggest you and her prepare emotionally before you both go ahead with the sexual arrangementBy anticipating any jealousy or feeling helpless or out of control or in control since its your wish being fulfilled all the feelings you and her are able to expect youll be more prepared for the actual emotions from the episode which may also resolve your conflicted feelings about creating the eventThere are a lot of unknowns in the situation youre considering  Having your partner who will be key in satisfying your sex wish be active in understanding these unknowns is a good way of keeping your relationship strong overall
"high school, married, beautiful children, time apart, moved, dads, see the kids, counseling, given up",While it would be impossible for me to say whether your marriage can be saved it sounds like you are both willing to give it a try and to get professional support With appropriate professional support for your relationship a lot is possible Im not familiar with the resources available in Jackson but Im sure there are some good local couple therapists and there may be some agencies that specialize in couple counselling and family therapy So often the challenges that we have in relationships result from rather small habits in relating that lead to greater feelings of distress loneliness anger and resentment I commend your willingness to put effort into creating the strong loving relationship that you want for both of your sakes and of course for your children The following links provides more information regarding common behaviours that predict staying together or separating and also videos and other resources that can help you get started Wishing you and your family all the best on your journey of healing and discovery
"crazy, frustrated, pointing out, needs to change, looking up, explaining, almost pulled, afraid, get hit by a car",I empathize with your feeling crazy hearing your husband yell enough in response to you wanting to make a point to himWhen the immediate situation has calmed down  have you ever told him that this upsets you  Is it possible he simply is not aware that you feel upset by how he talks to youKeep in mind too that what you believe your husband must change may not agree with his opinion on what he needs to changeA helpful starting place for the two of you to discuss once the immediate situation has calmed down is what you each feel would have been a reasonable way of handling the situation that just happenedBy learning more about how the other person thinks and feels it will be easier to know what to expect form each otherEven if you disagree about what is best knowing that there are differences between you may make living with them easier to accept or at least not be surprised and startled by themSending good luck to both of you
"trust issues, past mistakes, ups and downs, feeling tired, feeling accused",Im sorry to hear about the trust issues in your relationship Trust as you clearly know is essential to healthy relationships Past indiscretions or dishonesty can damage this trust and make it really hard to confidence that these things will not happen again despite reassurances We tend to be very sensitive to betrayal and risks to our relationship security Rebuilding trust takes time and effort for both parties On your end you may need to provide more reassurance and more concrete evidence that you are trustworthy gestures of transparency eg  giving him more information about where you are going and who you will be with letting him know when you get texts or emails from people that might give him pause or trigger insecurities and more patience and empathy for his fears On his end he may need to learn to be with his insecurities and fears and ask for reassurance about your love and commitment in ways that do not lead to criticizing you attempting to control you or limiting your freedom If you are not able to come to agreements about how to put his fears to rest without it negatively impacting your life I would suggest getting some professional help from a marriage counsellor or couples therapist
"divorce, unhealthy dependency, detachment disorder, mental block, relationship issues, alcohol dependency, mental health disorders, seeking help, detachment from relationships, pattern, infant daughter, birthday, marriage, children, first wife, dating, research, answers, therapy, professionals, bipolar disorder, depression",This sounds really difficult and I can understand your motivation to get to bottom of why this behaviour has occurred  especially if your husband who sounds like he is an exhusband continues to have a relationship with you and your children With that being said  relationships and mental health are very complicated and you are unlikely to find the answers you are looking for In order for someone to be diagnosed with a mental illness or in order for them to identify what leads them to fall into particular patterns in relationship  they would need to be willing to seek help and honestly talk about their challenges something that you say your ex is not willing to do  While it might be a relief to understand what is going on with him  it might be more comforting for you to get support for yourself in processing your feelings and everything that has come up for you as a result of his choices
"cheated on me, hurt me very bad, poor health, hard time moving on",How has your husband acted since then Was he regretful How did you find out Did he confess These are all things that you want to consider Betrayal is very hard to get over so if its taking you awhile to get over know that this is normalHopefully youre husband has been very regretful and upfront and honest with you since this happened It may take awhile to reestablish your trust with him and he should understand this Its also very important to discuss WHY he cheated You want to make sure that the reasoning behind this was not something that could arise again in the future And if it can there needs to be an action plan in place ie being honest with how hes feeling so that you both get a chance to rectify the situationIf the cheating has happened more than once you may want to reevaluate your reasoning for staying in the marriage It would be obvious that he did not truly regret what he had done or else he wouldnt repeat the same mistake However if it was a single event and he has shown you and continuously shows you that he genuinely loves you and is sorry for his mistake I would give it a try People do make mistakes and sometimes it takes an event like this to realize what you haveKnow that it takes time and that you have the right to feel what you feel If the relationship was a good healthy relationship it is worth saving Ease back into it and be upfront with your feelings In return your husband should be patient and understanding of this Also marriage counselors are often a good goto as they have a great deal of experience working with marriages in similar situations Best of luck to you
"emotions, disappointment, happy, jealous, envious, anger, upset, selfish, petty, ruining relationship, disappointed, mad, move on",Its hard to let go of the dreams you had regarding your wedding and engagement This was something that you and most women think about for years so its understandable to be disappointed But please be aware that it is rare that any wedding is perfect You may envy your friends weddings but more than likely they had a few mishaps of their own andor it wasnt as perfect as they had planned it either However like you know the marriage is the most important thing How many women are envious that you are in a happy stable relationship I assure you that there are plenty Try to live in the present considering that dwelling on the past can still not change how you were proposed to or how your wedding day transpired Focus on what you can control NOW Perhaps you can plan an extravagant renewal of your vows or change the look of your ringI would also be upfront with your husband and explain why youve been short lately But after that close that chapter and move on It sounds like you have a wonderful companion and you certainly dont want to lose this due to a situation that is impossible to change
"sexual addiction, binge eating, need to speak, immediately",There is an organization dedicated to helping individuals find affordable counseling  It is called Open Path Collective  There is a one time membership fee of 49 and it lasts for your lifetime  You then have access to local counselorstherapists who will see you for an extremely reduced rate anywhere from 30  60   httpsopenpathcollectiveorg
"bulimic, early 20s, start back to school, become an RN, need to get better, lose control, angry, anxious, eat and purge, help",Eating disorders usually result from a sense of insecurity about who the person is whether they are good enough compared with anyone else and whether the way they person lives is effectiveIf you have a style youre already happy with to reflect on these sorts of topics keep following your own logic with the aim to free yourself which usually takes place gradually from these sort of selfdoubtsThe other approach would be to find an unperson or an online discussion group where youd be able to offer and receive the support from other people who live with a similar problemGood luck in your studies
"binge eating, stress, overwhelmed, shame, disappointment, gym, exercise, coping mechanisms, break this cycle",HelloThis question describes a very typical setup of what is called the  Binge Repent Repeat cycle This means that typically after you binge you experience emotions as you described shame and disappointment and then because of these emotions you repent ie vow to never binge again promise to do better go to the gym etc and then ultimately end up bingeing again There are many coping mechanisms for binge eating and one of the best is actually attempting to NORMALIZE eating Meaning you need to attempt to eat normally eating appropriately portioned meals 3 times a day with snacks in between IF you binge then it may be helpful to remind yourself that when you attempt to compensate for your bingeing behaviors and you end up feeling restricted from over exercising or undereating then this actually leads to a binge again Thus reverting you back to the cycle If you binge it will be helpful to try and get back on a normal schedule of eating instead of trying to compensate for the binge Although it may feel counterproductive getting back on a normal eating schedule will prevent you from entering into the restrictive cycle It can also be helpful to remind yourself that the binge has already occurred it is in the past and the goal is to move forward without focusing on the past Focus on what you can do differently next time What emotions or situations led up to the binge What can you to do prevent or change the circumstances that led to the binge or the way that you handled the situation Lastly if youre struggling with normalizing eating it can be helpful to work with a professional that can provide counseling and coaching to help you learn how to eating normally mindfully and without feeling the guilt and other harmful emotions sometimes associated with disordered eating I would be more than happy to assist you if you ever have any questions or want to reach out to somebody You can contact me via my website httpwwwmaddenwellnesskycom
"self control over food, keep eating, pleasure of it, sweets, never done eating dessert",Hello Im so glad you decided to write in today This is such a great question and Im sure many others will relate to exactly what youre describing There are a few different ways we can look at in understanding your concern First I think its important to understand food is just food Food is meant to nourish our bodies provide us with energy and yes sometimes reserved for special occasions and celebrations But in many cultures we place a LOT of emphasis on food We have food at every gathering and every celebration Whats more people have come to almost EXPECT food to be present at any and every gettogether And if its not Well then forget about it I see this time and time again with my clients Donuts appear in the office and its almost like donuts have never been there before Must eat one or two However we need to remind ourselves that this occurrence or similar ones will not be the last time we can enjoy this particular food It is likely the office donuts have happened before and they will be there again on another day During these moments I like to have my clients employ a StopandThink method StopandThink about your goals before you eat Is this donut getting you where you want to be Also I have my clients ask themselves how special is this donut If the donut really is a special donut from the best bakery in town and youve never been there before then now might be a time to have the donut But if not it would be wise to pass and wait until that special donut Another aspect we need to remember about food is to think about what were getting from overindulging or overeating Are you trying to drown out other emotions Are you trying to feel better and the food gives you that feeling for a brief moment What ELSE is going on This can be determined by utilizing what we describe as a Thought Record A Thought Record involves tracking and identifying thoughts and feelings associated with food triggers By targeting the emotions we can then determine where theyre coming from as well as how to decipher them A therapist can also help you with understanding your emotions related to food and will be helpful in assisting you with the Thought RecordThe most important thing to remember is that food addiction can be a real problem for a lot of people If food is taking over your life and you are preoccupied and overwhelmed with knowing where to start please seek out help Binge eating is the most common eating disorder and impacts the lives of thousands There are lots of free resources and information on my website at wwwmaddenwellnesskycom In addition I offer individual coaching and counseling through my website and I would love to help Amber
"boy asked me out, said no, friends and family, weirdly, be with him, tell friends",Since youve decided to be with the boy who already showed you his interest then why not simply tell him you decided to accept his invitation to be togetherProbably your first concern about hesitating to accept this boy into your life due to the way you imagine your family may react if you do is the more complex matter to solveForming a relationship does bring up our values and the way these are different or similar to our own    At the same time we already have values which are rooted in those from the family in which we grew upYour dilemma of wanting to be with this boy shows there is a clash between your values as an individual including your choice of partner and the way your family understands the values which support being part of a coupleStay true to what you feel whether this comes from your family or the way you currently are evolvingThis will guarantee that your new relationship will be built on the values and person you truly are
"suffered many things, diagnose depression, feel like a part of my heart is missing, fill it in with objects, a woman",Maybe the reason is not having confidence in the love you give to yourselfPossibly you consider the quality of your selflove as inferior to love someone else gives youThe best way to push through to your own selfcomfort and acceptance is to be aware of this tendency so you can remind yourself to practice appreciating the unique love you give to yourself
"relationship, brief, good friends, upset, wrong",It is not the case of being right or wrong in my view If you are asking I believe you truly care for your boyfriend It seems like he is having difficulties in establishing trust in this relationship The ideal would be to come closer to his upsetness and to show him that you are there for him I hope all goes well Rossana Mag
"insecurities, overreacting, triggering, bad past relationships, trust, partner, emotions, symptoms, situations",Two paths are possibleYoure not overreacting and instead are genuinely sensing that something feels unsettled within your girlfriendYou are overreacting because you have difficulty accepting how safe and loving your relationship is with this personThe only way to find out is to start conversations with your girlfriend on how you feelThis will allow new light to open an answer as to the truthOnce you know what truly is going on between the two of you your selftrust naturally will grow stronger Selftrust will give you an accurate read of what and whom you are able to safely trust
"long distance relationship, girlfriend, feelings for another guy, crush, cope, deal with",I can only imagine how hard that must have been to hear On one hand most of us would say we want our partners to always be honest with us but on the other disclosures like this can lead to feelings of worry and inadequacy if were not careful So let me first of all say that it is very normal for human beings even very committed and happy partners to have moments where they notice an attraction for someone else Quite honestly the brain cant help it It sees something good looking and it pays attention And when we pay attention to something good our brains send out neurochemicals associated with that happy thoughtand we get a rush of what your girlfriend is labeling a crush The difficulty here is deciphering whether she was just attempting to honor her commitment to you by sharing this feeling OR if she is continuing to feed those feelings I would encourage you to thank her for being honest if you havent already and ask her to further describe the nature of these feelings and what shed like to do from here As weird as it is to say at the end of the day what helps the most is typically reassuring yourself that you WILL be okay not matter what That it is worth it to invest in your relationship and give it your all and if someday god forbid this woman chooses to walk away then she is not the one Will it hurt Of course But is it the end Hell no There are 75 billion people on the planet and I firmly believe statistically speaking alone there are at least several hundred thousand that could be AMAZING partners for you Cheering you onTamara Powell LMHCPS You might enjoy this excellent book by Esther Perel for further inquiry into the fascinating world of love and mating behaviors Mating in Captivity
"emotions, symptoms, situations, love, hurting, not moved on, mismatched actions",If I understand you correctly this maybeboyfriend has done a partial break up and wants to maintain a partial relationship  Is that ok with you  And if it is what does it cost you  He says hes done but still wants the connection  That seems to leave him free to explore other options but it doesnt allow you to do the same  Break ups are painful and I know youd like to avoid that  I get it that you feel attached to him  you have been in a relationship with him for 4 years so that makes sense  However loving him appears to be costing you a lot without much in return If you wait for him to define what he wants you could be on hold for a long timePlease dont wait another year to advocate for yourself  See a therapist who can help you figure out what you need out of relationships and why you have allowed yourself to be on pause   It is possible that once you get clear you will be able to have a true relationship with him  If not please dont settle for this  Take good care of yourself
"relationship problems, fix them, make things right, lose her, learn how to listen, get myself together",What an important question and the fact that youre asking it is a big step in the right direction To answer in detail would require having quite a bit more information about what relationship problems have occurred  that woke you up to the fact that youre not listening as well as you could and that youre running the risk of losing herGiven that I dont have all that information Ill offer one simple suggestion Your girlfriend is the expert on what she needs and wants in relationship You could simply say to her that you know you still have a lot to learn about how to have a good relationship and you realize youre not yet understanding what she needs and you really want to Then take a deep breath settle down and listen Dont argue dont interrupt dont judge listen Let her know what you understand and that youre open to hearing more learning more if youre not quite getting it yet and then listen some more Be present and curious about this person you love dearly and dont want to lose This is the first step toward intimacy
"bad language, bipolar, selfish, broken, battling myself, horrible at times","Both options seem reasonable  Seeking individual therapy will help you to cope with the mood changes that come with bipolar disorder will give you a space to vent your negative thoughts and will allow you to find the coping mechanism to address life and relational challenges  IF your boyfriend is interested in attending couples therapy with you it will assist in identifying the problems in the relationship that pushed him to the breakup and will give both of you the tools to communicate and resolve conflictsI am a Licensed Professional Counselor in Texas currently providing individual couples and family therapy services in West Houston  You may reach me at 7874665478 to schedule an appointment    Debería buscar ayuda yo sola o junto con mi novioMi novio me dejo recientemente por ser mal hablada  El piensa que soy una pa  Yo sé que soy bipolar y que puedo ser egoísta  El me llamo hoy para decirme que no puede continuar separado  Yo estaba destruida y no quería que nos dejáramos desde el inicio pero se lo horrible que puedo ser a veces y que no lo puedo evitar  Es como si estuviera en guerra conmigo misma  Qué piensasAmbas opciones son razonables   Buscar terapia individual te ayudara a manejar los cambios de estado de ánimo que son partes del desorden bipolar también te dará espacio para ventilar los pensamientos negativos y encontrar herramientas para enfrentar problemas relacionales y de la vida diaria   SI tu novio está interesado también pueden asistir a terapia de pareja para poder identificar las razones de la separación y obtener las herramientas apropiadas para  comunicarse apropiadamente y resolver conflictos 
Soy Consejera Profesional Licenciada en Texas y Puerto Rico veo clientes en el este de Houston y proveo servicios de tele terapia  Para una cita puedes llamar al 7874665478"
"liked him, called me lovely, called me pretty, didnt want a relationship, flirt with me",Well as disappointed as you may very well feel from hearing this guys answer you know he doesnt want a relationshipWhat type of move would you like him to makeIf you mean youd be happy to have sex with this guy and not a relationship then wait for as long as your patience allowsTo wait for him to change his mind that he does want a relationship doesnt have a very strong base on which to standIts possible to do this only consider the emotional price of your frustration to wait for someone to change their mind
"long-distance relationship, ideal man, attracted, lusting, more attractive men, marriage, wake up, fall in love, great relationship, lust, perfect guy, truly in love",Attraction is important but sometimes overrated Im curious about your comment that you are not as attracted as you should be  What is your measuring stick is for what you are supposed to feel in terms of attraction in a relationship Do you want to be sexually intimate Do you enjoy having sex with him Are you satisfied with your sexual relationship when you are with him The fact that there is lust for other more attractive men does not necessarily mean anything There will always be attractive men and more attractive men than your partner and these attractive men will be even more appealing when you are in a longdistance relationship far from the arms of your partner Loving someone does not mean that you stop being a sexual being who no longer notices and desires attractive men Attraction results from a number of factors beyond appearance  including the degree to which you feel emotionally open safe and connected and how in tune you are with each others bodies It sounds like you think very highly of this man everything else is perfect about him Maybe it is worth spending some more time together in the same place if that is possible before deciding on marriage or that you are not truly in love
"high school, switched schools, not seen, few years, good relationship, friendly, lot in common, courage, ask out",One way to make good use of the situation you describe is to prepare and rehearse within yourself the way youd handle a similar situation in the futureSince a lot of time has gone by since you and this girl saw each other on a regular basis right now youve got no idea if youd feel the same way about her today as you did a few years agoThe relationship does point out the priorities and values you hold for a potential partner  That you liked the friendliness you shared is good for you to recognize  This way you realize you like friendship as a relationship property  To have lots of similar interests is another quality you appreciate in a partnerThe more you know about what you do and dont like in a partner the greater your chance to notice these qualities in someone new who comes along your path
"recovery from drug addiction, fight, distant, fix the relationship",My empathy goes out to you Relationships are tough enough and im sure your partner being distant has been upsetting for you You are confused and want to mend the relationship with him but are finding it so hard to do Relationships require both people to work consistently in order to keep them happier but if it is only you that is actively trying to repair the relationship it can be emotionally draining Perhaps expressing you feel using I you statements can be beneficial Do not accuse him or use you statements like you are so distant  or you dont even careStart out sharing your feelings by saying I feel sad when you dont return my phone calls or I feel confused about our relationship ever since you have been keeping to yourself He may have a valid point or might have been hurt by the argument and retreated as a result of it Regardless of why use this time as a great opportunity to practice healthy communication If you think you are not ready for a conversation like that couples counseling can be excellent You will have a skilled facilitator guide the conversation and help you both communicate with one another
"afraid to be alone, make me happy, worked on myself, healthy girlfriend, didn't work out, no man peaks my interest, ready to date again, sparks my interest",Yes of course theres a reasonTheres always a reason for most dynamicsDepending on the nature and qualities of what changed as a result of your new self realizations you may be more deeply affected by your new awareness than how you imagined these would goSince you already are on the best road possible for yourself since this resulted from your own introspection keep trusting your own self work as to what develops and at what pace your relationship attraction qualities grow
"boyfriend saying done with me, leaving, still here, wakes up in the morning, acts like nothing happen, repeats every night",Do the two of you ever talk over why he does this or your reaction to itAre you asking your question because his behavior upsets you or only out of curiosity to understand him betterBasically first know your own reason for your question   Then go ahead and tell him if what he does bothers you  In the best of cases he doesnt realize how his actions affect you and he will change
"boyfriend, on and off, dated, broke up, cant move on, get back together, wont talk, what should I do",Probably being sad to lose the relationship would be a good next move for youWhen a relationship ends the daily life structure changes significantly  A break up means adjusting to differences in everyday life not only that the person is no longer connected with usSince your boyfriend isnt talking to you then youre keeping yourself sadder than necessary to not accept his actions  Theres nothing you or anyone else can do change the fact that when someone decides to stop talking this person is the only one whos in charge to start talkingMaybe since youve had several breakups w this person that you require more time to pass before youre willing to accept that his changed interest in the relationship is permanentBe patient with your uncertainty as to whether he will or will not resume the relationship  Once enough time passes so that youre considerably past the point at which you and he come together then accepting his leavetaking will feel naturalRight now its very understandable to have hope since youve been on this road before  In time youll have your answer as to whether your future is with him or not
"like, crush, afraid, angry, friendship, feelings, tell, brother, sister, lose, cute, feelings, situation",Do you and the brother to whom you feel attracted ever see each other or are in surroundings in which the sisteryour friend isntIf yes then this gives you the chance to find out whether you and the brother actually do like each otherIf no then definitely have a private and direct conversation with your friend about the fact youre attracted to the brotherFind out the reason your friend becomes angry to hear you like the brotherAnything is possible from shed like to warn you about qualities in her brother which you may not know and if you did wouldnt like or react negativelyOr if protection isnt your friends reason then maybe shes fearful to lose your friendship if you start a relationship with the brotherFriends are people who care about each others lives  Let your friendship with this girl work on behalf of each of you
"feel like, relationship for granted, giving up, trust issues, attitude issue, obligations at home, fix relationship",A key factor in a relationship is trustId start by understanding more about why you feel unable to trust your bfDoes this have something to do with a bad encounter you had from previous relationships or with a sibling or parentIts also possible youre intuitively sensing you cant trust your bf bc hes not trustworthy  Sometimes people sense the basic safety items in a relationship before they emergeAlso your bf may have similarly suffered broken trust and he gives off a feeling of not welcoming your trustIts possible youre feeling his own selfprotection about being in a relationship with youThe best way to open these topics is to actually talk about them together with himWhatever the underlying tensions are talking about them always adds positive feeling and confidence to a relationship
"emotions, mad, negative, relationship, cheating, lying, driving me nuts, love, understand",Well have you told him similar descriptions of your feelings as you just wrote hereThis will give him the same understanding youre allowing us to have here on this siteKeep in mind that the best the amount and the number of times you tell your boyfriend some information about you still means that whether or not he is willing to accept and rely on your information is in his hands onlyTry to feel satisfied with your own effort to explain yourself   Another path to open is to ask your boyfriend his reason to feel insecure about your love for him  This may open a wider discussion about what he feels hed like from you so he feels good in the relationship
"child custody concerns, financial issues, insecurities, weight gain, no local family support, hard to stay positive, very emotional, take it out on the people I love, stay strong",Theres online forums and blogs some of which have interactive discussion groupsAlso depending on exactly  what you mean by becoming emotional feeling overwhelmed by feelings typically happens when people feel a lot of stress and pressure in their lives   Loneliness contributes to feeling overwhelmed tooYour feelings may be perfectly normalSimilarly depending on what you mean take it out on people you may be expecting too much of yourselfIf youre expecting other people to listen to your upset feelings this is reasonableIf youre harming them as a a result of your upset feelings this is unreasonableDepending on what exactly you are doing when you take it out you may be quite reasonable to do so
"changing my hair, recommended a very specific hair style, found out his ex has that exact same hair, feel like he must know she has that hair style, still in love with her",Maybe your finances hair preference for you reflects he still is in love w the exThere are other many reasonable options tooMaybe he doesnt know a lot about hair styles or didnt want to even think through the question carefully and also didnt want to tell you this directlyHe may have tried to take the easy way out of involving himself in your questionThe key whether or not he loves you is how you feel most of the time in your relationship   If most of the time you trust the sense you are loved and you love him then this gives you some reassurance about how the both of you feel toward each otherIt is possible too that your finance has some remaining feelings for the ex   Whether or not this makes any difference to you depends on how stable and reliable you feel is the love between the two of you
"emotions, symptoms, situations, distant, ignoring, hanging out, losing her",Well if you each want to be with the other than no one will be lostHave you told her about feeling slighted  Start telling her about your feelings  How she responds to you will tell you a lot about where her heart is and maybe too some of the reasons she has been so involved w the friendWho knows maybe the friend has problems of her own and your gf is spending extra time w the friend to help the friend and doesnt even know you feel hurtYou would do yourself and your gf a lot of good to tell more about your feelings  Either you will get more closeness and consideration or not  At least you will have the truth
"emotions, expressing, feel, better, telling",Practice makes perfectSimply by expressing yourself and listening to if others listen and understand you then modifying your next try with whatever improvements you think of based on the impressions you feel others have of you will progress your selfexpressionAlso one way to lessen the tension before speaking to someone is to tell them you feel unsure on how best to express yourself  This way youve prepared them to be patient with whatever words you do state
"sad, upset, dependent, helplessness, identity crisis",From what you write youve got good motivation to change and awareness as to what youd like to change These are very good predictors that youll be successful in what youd like to changeTry the next time you realize youre depending on your bf instead of friends yourself to interrupt whatever typical action youd takeDo something different insteadIf when youd like advice and usually ask your bf ask a different trusted someoneOr when you feel lonely contact a friend or introspect on your own if usually youd contact your bfAlso being dependent on a bf is part of a trusting intimate relationship   Dependency in the sense that you each are reliably available to each other is a good qualityOnly if it seems excessive such as youre isolating yourself from other close friendships is dependency on a partner a problem
"feel alone, many people around, just listen, dont understand, all be okay, dont listen, here for me, feel alone",We feel alone because we are not comfortable with being our self When you find that nobody is around do you feel alone Your never alone Once you take the journey to really understand who you are and unconditionally loving all that is you there will never be an alone moment We seek outside of self to fill inside This is the big lie of the planet All you need and have ever needed you supply yourself wwwlifecounselingorlandocom
"uncomfortable, lack of proper communication, upset, arguments, main problem, identified, open, straightforward, getting upset, hang out, two years, single issue, many times",Do you know what youre afraid may happen if you do speak upUsually people dont talk freely because they feel afraid to do so  Sometimes the fear of being rejected by the other of being criticized or judged by the other person or that what you will say stirs anger in the other personIf you are able to know what your particular reason is for not talking then maybe you and your partner can talk about what makes talking easy or hardAlso since speaking up is new for you then ask your partner to be patient while you learn to do so  Everyone does better at learning new skills when they feel supported and welcomed
"hurtful, resolving the problem, swallow my pride, broken family, communicate",Under duress the very youngest parts of you and your boyfriend emerge So while you still look like grown ups your actions and words are motivated by very early preverbal parts of both of you In simple terms it is as if two infants somehow acquire the ability to say words but they are motivated by very basic early wounds that were created due to deficits in what was able to be done for each of you and likely understandable in terms of caregivers life experience and that still fell short of what you needed You are both still trying to get very early needs met The best advice I can offer is to try and remember this as early as possible when things start to heat up and then restrain expression that you already know leads nowhere helpful And seek out a therapist who can help you to work with these early issues and can support you to grow and develop from this stuck pointAvraham Cohen PhD RCC CCC
"dating, friend, exboyfriend, broke up, devastated, rough patch, relationship, in love, wants me back, hurt, boyfriend",Hello The dynamics of having a romantic relationship with someone is not always clear Sometimes we jump from one relationship to another without giving ourselves a chance to adjust and grieve for the one we had to leave behind When you find yourself in a situation where a previous partner is coming back into your life and desires to be with you again it is important to ask yourself what the motivations are prompting that return Is the person afraid of being alone Are they jealous of your current relationship Do you feel the same way about this returning relationship as you did before it was ended How long andor how committed is the current relationship you are in now with your current partner Does your former partner not like being dumped and maybe they just want to get back together with you so that they can dump you instead Some of these questions you may not be able to answer and some of them might require your own internal reflectionYou likely want to make a good decision and you also might want to consider who it will impact and how that will happen Other friends might be upset at this sudden change and it could create a strain on your friendship You will want to carefully consider the value of that friendship before you take any actions that could damage it Also perhaps think about what led you to end the relationship with your previous partner in the first place Has there been a change in events or behavior that would cause you to think of a valid reason to give that person a second chance How it will it impact your current relationshipGoing into relationships should be done with reflection patience and full awareness Ultimately you choose who is in your life so you want to make those choices based on appropriate decision making and with the ability to protect yourself from harm No one else can make this choice for you However gaining the insight of friends or family can be helpful as can seeking out the counsel of a therapist In your heart you will likely find the right answer Learn to trust that more as that is where the core of emotion tends to be when you need it Use your mind to analyze things but allow yourself to also feel your way through the situation too The answer will arrive if you let it
"boyfriend called me, particular profanity, broke up, third time, completely done, giving him chances, bothers me, overreacting",It sounds like you are reacting to an issue in communication patterns rather than a particular word  The ability to listen considerately to your partner and to have your partner listen to you is one of the keystones of a successful relationship  If your partner is not listening to acknowledging and remembering your wishes that is likely an indicator of some fissures in the foundation of the relationship
"emotional wreck, boyfriend in Ireland, 11 days",It sounds like you and your boyfriend are very close  Do you typically spend most of your time together  If so it may be important to reflect on how you feel when you are apart  If any separation is difficult you may need to examine why  Think about what it is that you miss and what you are anxious upset or worried about  If you examine the causes of your distress you likely will experience some relief   It is important to learn how to be happy when you are alone it will only improve the way you feel when you are with your boyfriend
"high functioning autism, dating sites, meet me, match, zoosk, luck, boyfriend, relationship, meet someone",Are there dating sites for people who have autism on the high functioning endIf not then find out the names of different organizations which support people who have autism  At least one of these groups will have some guidance as to social activities for dating or even specific sites for dating when autism is a criteriaAll the rejection on dating sites is rough for anyone to handleHow do you know that youre being passed over by guys who are on dating sites because you have autism    Any reason is possibleUnless youve heard from a few particular guys that their reason for looking beyond you is because of your autism it is possible youre in the same boat as everyone else who feels similarly frustrated by dating site rejection
"long distance relationship, two and a half years, saw his phone, people he texts, female coworker, approach this situation, ask him",I agree with Sherry that in a close intimate relationship you are entitled to ask questions about his relationship with significant others These questions help couples to build connection and trust Its based on the idea that if you reach out to him for whatever reason support openess understanding empathy you can count on him and can expect him to be responsive How he responds to your question will give you an idea whether he helps you to feel more emotionally secure and builds trust or if you feel that you cannot be open with him If your partner responds in an open and understanding manner it usually indicates that he cares about your feelings and values your importance If he responds in a defensive manner it could mean that he does not like that you are questioning your trust in him or that he has something to hide Either way you may wish to explain that building trust is something that is very important to you in a relationship and that talking to him openly helps to foster that If he continues to be defensive or evasive then there might be some bigger issues at stake and the two of you may benefit from couples counselling or having a discussion about the values that are important to you in the relationship and how the two of you will go about supporting those values with actionsDr Virginia ChowwwwPsychologyResourceca
"love, complicated, afraid, long distance, military, relationship going",Hello You are asking a very good question about how to sustain a longdistance relationship Although maintaining a longdistance relationship has its challenges with the proper communication commitment and understanding many longdistance couples are able to thrive and maintain a close connection Without knowing more about the complicated nature of your relationship I wonder whether your boyfriend has given you reason not to trust him that makes afraid that he will find someone else Has he cheated on you in the past and has shown romantic interest to another person that made you fear losing him  Or is your thought just a fear but not based on evidence Knowing that distinction is important because if it is the latter you may benefit from refocusing on the wonderful qualities about your partner that makes you feel good about him and the relationship rather than focusing on the unknown or uncertainty of the future The more you focus on what if situations the more you may feel anxious about a reality that is not accurate and make you act in ways that are insecure However if there is reason for you to question his fidelity you may have to speak to your boyfriend about how to build trust in the context of a longdistance relationship To help the conversation you may need to consider what you may need to experience or receive as support to feel safe in the relationship to build trust Is that you wish him to contact you regularly or to include you more in his life or to make a clear commitment For many of my clients in my private practice that may include talking to their partner often and using a variety of modalities including text phone and Skype Its hard to believe in a relationship when you never talk to your partner and its hard to build a relationship when you dont know whats going on in your partners life Other times it is Making sure they talk often to their longdistance partner so that they can participate in each others lives and to feel their presence Regular communication understanding and caring is the key to sustaining any relationship but this is especially true for longdistance ones Dr Virginia ChowwwwPsychologyResourceca
